search_id,search_term,clicked,search_results_position
810,sister,1,2
84,rabbit,0,2
334,law,0,4
927,law,0,2
399,police,1,3
476,summer,1,5
986,fire,0,2
764,rabbit,1,5
427,national,0,3
68,quality,0,4
429,rabbit,0,1
880,church,0,4
241,sister,1,5
324,approach,1,1
768,rabbit,1,5
211,police,0,5
405,law,0,1
89,cat,1,1
141,cat,0,3
413,sister,0,5
164,police,1,1
206,cat,1,4
426,airline,0,1
53,church,0,3
956,approach,0,1
864,approach,1,2
178,sister,1,1
134,airline,0,4
645,approach,1,2
117,sister,1,5
366,national,1,1
721,dog,0,1
299,dog,0,3
223,law,0,3
891,fire,0,4
344,rabbit,0,5
6,rabbit,1,2
691,sister,0,4
335,summer,0,5
826,police,0,1
53,politics,0,1
469,hotel,1,4
504,sister,0,1
169,fire,0,1
700,dog,0,4
943,police,0,2
656,physical,1,1
540,politics,1,2
837,approach,1,1
129,national,0,1
216,cat,1,5
782,hotel,0,5
790,rabbit,1,4
487,physical,1,2
629,station,0,1
578,police,1,3
48,national,0,4
303,airline,0,4
324,summer,1,1
326,summer,1,2
113,station,1,2
863,approach,0,4
954,physical,0,2
531,national,0,4
331,police,1,4
417,quality,1,4
627,approach,1,2
243,station,1,3
482,rabbit,0,2
691,quality,1,1
715,church,0,2
22,church,1,4
675,politics,0,3
71,cat,0,2
563,politics,1,4
956,summer,1,4
656,airline,0,1
526,police,0,4
298,sister,0,2
58,politics,0,3
493,quality,1,1
177,quality,1,4
247,church,1,2
334,cat,1,3
195,station,1,5
278,approach,0,4
19,law,0,2
762,airline,1,2
6,politics,0,3
186,national,1,3
783,approach,1,1
323,physical,0,4
975,rabbit,0,5
781,law,0,1
703,law,0,1
491,summer,1,5
497,politics,0,2
152,approach,0,1
755,physical,1,3
763,church,1,4
33,airline,1,5
58,dog,0,3
358,law,0,1
17,education,0,5
616,church,0,1
933,station,1,5
999,physical,1,2
555,airline,1,2
138,education,1,3
115,fire,1,1
724,fire,0,2
173,law,1,2
686,station,0,2
484,airline,0,4
470,cat,1,1
963,politics,1,2
615,police,0,2
37,hotel,1,2
792,education,0,5
561,approach,0,2
759,station,1,3
738,national,1,4
518,church,1,3
965,station,1,3
278,education,0,5
644,quality,0,2
814,police,1,3
496,cat,1,1
673,cat,1,1
481,sister,1,3
357,physical,0,1
788,sister,1,4
404,dog,1,4
817,politics,0,1
988,sister,0,1
865,rabbit,0,4
327,education,1,1
622,quality,0,1
738,law,1,2
352,airline,0,5
980,fire,0,2
609,police,0,1
658,politics,1,3
686,rabbit,1,4
8,dog,0,5
104,physical,0,3
633,airline,1,1
588,approach,1,3
895,politics,1,3
446,sister,0,2
49,dog,1,4
865,rabbit,1,5
486,national,0,3
423,cat,1,1
908,approach,1,4
642,summer,0,3
608,police,1,1
220,cat,0,1
495,dog,0,1
649,education,0,5
74,dog,1,1
243,cat,0,1
252,physical,1,2
106,police,0,2
410,national,0,2
813,police,1,5
632,sister,1,3
643,summer,0,3
386,cat,1,4
360,fire,1,4
529,dog,1,3
473,physical,1,1
154,national,0,4
164,physical,0,3
856,airline,1,1
891,airline,1,4
139,dog,0,2
659,hotel,0,1
512,politics,1,5
42,quality,1,5
504,rabbit,0,4
83,summer,1,2
162,fire,0,5
806,law,1,1
414,quality,0,3
290,fire,0,5
79,station,0,4
198,church,1,1
498,church,0,3
428,approach,0,4
886,summer,1,4
464,law,0,1
896,national,1,5
49,national,1,3
516,cat,0,3
293,station,0,2
406,rabbit,1,1
985,summer,1,2
385,station,1,3
423,police,1,1
680,law,0,4
702,airline,1,5
95,summer,0,2
359,cat,0,5
670,approach,1,5
796,education,0,4
421,hotel,0,1
855,cat,1,3
197,sister,0,1
649,airline,0,3
30,station,0,2
886,national,1,3
809,hotel,1,2
472,airline,0,1
136,church,0,5
757,church,1,3
894,law,0,5
229,airline,1,2
517,physical,1,3
604,hotel,0,4
34,rabbit,1,4
450,airline,0,1
349,physical,0,5
14,national,1,5
725,hotel,0,5
634,approach,1,4
31,dog,0,1
595,politics,1,5
238,dog,1,5
888,church,1,2
85,station,1,5
304,station,0,1
289,physical,1,5
195,cat,0,4
722,fire,1,2
57,fire,1,2
664,law,0,2
618,law,0,2
116,approach,0,3
364,sister,1,3
555,cat,0,5
658,quality,1,4
765,approach,1,3
313,summer,0,4
316,church,1,3
287,approach,0,3
651,airline,0,2
285,sister,1,3
525,physical,0,5
879,hotel,1,2
814,quality,1,2
774,rabbit,1,5
797,church,0,4
278,airline,1,4
489,hotel,1,4
315,summer,1,1
467,fire,0,4
446,quality,1,1
167,fire,0,3
617,dog,0,1
984,church,0,1
846,physical,0,5
66,airline,0,4
226,hotel,1,2
15,education,1,2
239,dog,1,1
20,cat,1,3
683,summer,0,5
19,quality,0,2
39,law,1,3
391,physical,1,3
535,airline,0,4
67,physical,1,3
578,cat,0,1
583,quality,1,2
54,quality,1,2
491,quality,1,3
231,airline,0,4
291,national,0,4
596,church,0,1
1000,physical,1,4
74,politics,1,4
936,politics,1,5
126,cat,1,3
812,physical,1,4
40,dog,0,1
672,sister,1,2
936,airline,1,5
959,rabbit,1,1
652,rabbit,1,2
520,law,0,1
452,rabbit,1,1
754,station,0,1
977,approach,1,4
571,summer,1,4
436,physical,1,1
674,education,0,3
948,education,1,4
873,police,0,5
186,summer,0,5
771,physical,1,5
953,politics,1,4
282,education,1,2
717,station,0,4
548,approach,0,2
499,airline,1,3
280,fire,1,1
468,national,1,2
138,approach,1,5
221,approach,1,1
293,physical,1,4
73,education,0,4
141,approach,0,1
491,approach,0,5
487,education,1,1
586,physical,1,1
939,approach,0,3
276,quality,1,5
673,law,1,2
652,national,0,2
666,education,1,2
705,dog,0,1
513,education,1,2
592,station,0,5
173,politics,1,2
410,police,1,2
892,education,0,5
584,physical,0,5
348,fire,0,5
667,airline,0,5
667,law,1,3
864,cat,0,3
576,sister,0,2
397,politics,1,4
356,police,0,3
941,sister,1,2
286,police,1,3
998,physical,0,2
358,education,0,3
748,education,1,1
464,church,1,2
102,police,0,1
479,fire,0,1
202,politics,1,3
795,airline,1,2
18,national,0,5
404,politics,0,5
343,church,1,1
995,summer,0,3
767,sister,1,4
903,law,1,3
600,quality,0,4
896,rabbit,0,2
516,rabbit,1,3
754,national,0,1
918,station,1,5
695,hotel,0,2
254,politics,0,3
332,physical,1,5
746,sister,1,3
893,law,0,5
906,rabbit,0,3
325,sister,1,2
662,approach,0,3
266,dog,1,5
830,airline,0,4
115,sister,0,3
203,quality,0,5
539,summer,1,5
238,summer,1,3
796,sister,0,2
838,rabbit,1,1
830,quality,1,3
368,physical,1,5
971,quality,0,2
931,airline,1,5
427,approach,1,5
722,sister,0,4
436,hotel,0,3
593,hotel,1,4
101,airline,1,4
643,education,0,4
439,quality,1,3
819,airline,1,4
504,hotel,0,3
422,hotel,0,4
324,cat,1,3
925,police,0,1
182,quality,1,3
812,hotel,0,2
50,dog,0,4
951,police,1,1
546,police,1,2
433,law,0,2
276,airline,0,3
548,quality,1,2
420,hotel,0,3
864,rabbit,0,5
994,law,1,4
107,cat,1,2
218,church,1,5
96,church,0,2
166,politics,0,5
973,dog,1,5
464,education,1,3
370,hotel,0,4
430,national,1,3
206,church,0,4
648,politics,0,3
510,quality,1,5
636,hotel,1,2
211,station,1,4
457,airline,1,2
553,fire,1,2
413,approach,1,2
401,approach,1,5
453,hotel,0,2
649,fire,1,3
403,physical,0,1
784,church,0,2
890,physical,1,4
708,rabbit,0,4
973,physical,1,4
48,cat,0,2
738,physical,1,1
900,church,0,3
691,hotel,1,4
785,quality,0,4
671,dog,1,4
162,national,0,4
977,summer,1,4
734,education,1,2
940,police,1,5
119,church,1,1
661,law,0,2
545,church,1,2
292,airline,0,1
868,education,0,1
92,education,1,1
256,approach,0,4
232,dog,1,4
431,physical,1,5
411,education,0,4
853,rabbit,1,5
737,law,1,5
606,hotel,1,1
593,police,1,4
772,physical,1,3
738,airline,0,3
581,approach,1,5
762,education,1,4
1,education,0,1
510,police,1,4
938,summer,0,1
851,cat,0,3
57,politics,0,3
604,station,1,5
877,law,0,4
904,rabbit,1,5
311,physical,0,1
164,station,1,4
475,politics,1,2
109,quality,1,3
227,sister,1,3
714,hotel,1,4
943,national,1,2
522,airline,1,4
576,hotel,1,5
43,law,0,4
813,hotel,1,3
863,police,0,1
133,quality,1,3
8,law,1,1
272,dog,0,1
622,politics,0,2
354,sister,0,5
483,rabbit,1,5
667,rabbit,0,4
234,station,0,2
420,dog,0,4
227,quality,0,3
931,summer,1,5
352,approach,1,4
197,dog,1,4
255,summer,1,4
605,quality,1,3
164,education,0,1
463,fire,0,2
494,hotel,1,5
622,fire,0,2
669,politics,1,2
713,church,1,3
242,politics,1,5
26,approach,0,2
701,politics,1,3
505,fire,0,3
482,quality,1,4
149,dog,1,4
369,dog,1,4
623,rabbit,0,4
754,quality,1,2
256,church,1,4
969,church,0,3
955,rabbit,0,5
381,police,0,5
537,summer,0,2
285,politics,0,4
393,station,1,1
83,dog,0,4
497,airline,1,4
590,education,1,1
431,hotel,0,2
762,fire,1,4
934,rabbit,1,5
131,education,0,2
571,church,1,4
614,approach,1,5
391,sister,1,1
507,national,1,3
411,rabbit,1,1
46,fire,0,4
428,airline,1,5
689,station,1,5
498,physical,1,5
794,airline,1,1
358,law,1,3
589,fire,1,5
859,national,0,5
118,education,1,4
931,cat,1,3
494,police,1,5
40,quality,1,5
729,approach,1,4
66,dog,0,2
995,fire,1,4
215,summer,0,4
579,sister,1,5
122,police,1,2
37,police,0,3
464,law,1,2
472,airline,0,2
474,education,1,5
818,sister,0,5
663,politics,0,4
485,hotel,0,1
736,police,0,3
948,physical,1,2
219,summer,0,5
379,police,0,2
128,airline,1,4
133,police,1,4
161,politics,0,3
998,police,1,4
534,politics,0,5
489,national,1,4
424,law,1,3
404,church,1,5
125,approach,1,1
592,station,0,3
60,fire,1,1
379,sister,0,4
695,approach,0,5
570,station,1,4
94,hotel,0,3
155,church,0,4
102,quality,0,3
732,fire,1,5
548,airline,0,1
394,police,1,1
109,physical,0,3
409,cat,1,3
751,sister,1,2
129,station,1,4
950,national,0,4
866,station,1,4
514,summer,0,5
22,quality,1,3
410,politics,1,1
513,cat,0,4
577,law,0,5
882,fire,1,3
356,cat,0,4
568,church,1,2
592,quality,0,4
374,airline,1,5
314,fire,1,2
692,approach,1,5
781,physical,0,2
48,rabbit,0,1
403,cat,0,2
464,sister,0,1
89,summer,0,1
49,quality,0,4
317,education,0,4
610,approach,0,1
516,dog,0,3
256,church,0,1
448,church,0,3
619,politics,1,2
255,politics,0,2
783,approach,0,2
675,approach,0,5
885,summer,1,3
192,education,1,2
639,cat,0,5
531,dog,1,1
444,church,1,1
853,hotel,0,4
179,physical,1,5
383,law,1,1
816,politics,1,3
488,national,1,2
755,politics,1,4
639,education,1,5
229,police,1,1
229,church,1,5
230,hotel,0,5
278,airline,1,2
441,approach,0,3
619,police,1,1
848,education,1,3
316,police,0,2
39,police,1,2
231,sister,0,2
915,politics,1,1
20,approach,1,5
835,approach,1,3
904,physical,0,4
590,physical,0,3
411,rabbit,0,4
427,rabbit,0,2
940,church,0,1
14,airline,0,1
193,station,1,2
569,law,1,3
362,church,1,5
791,sister,1,4
114,police,0,4
24,national,0,3
554,police,1,1
995,fire,1,3
316,hotel,0,5
675,approach,1,2
949,summer,0,2
96,national,0,5
680,cat,1,1
462,airline,1,3
740,law,0,4
383,airline,0,5
563,national,0,1
447,church,1,4
180,quality,0,3
83,airline,1,5
687,quality,1,3
941,dog,0,5
370,education,1,4
339,church,0,1
120,education,1,1
294,fire,0,2
293,hotel,0,3
759,police,1,1
331,rabbit,1,4
316,law,0,4
443,approach,0,5
305,cat,1,1
192,airline,1,2
800,police,0,4
588,station,0,1
950,summer,0,1
135,cat,1,4
584,education,1,4
459,station,0,2
532,station,0,3
625,law,1,2
256,politics,1,4
315,politics,0,1
860,church,1,3
351,physical,1,5
895,law,1,1
229,airline,1,1
112,physical,0,4
202,law,1,4
58,airline,0,1
550,physical,0,5
698,summer,1,2
954,church,0,2
746,summer,1,1
981,fire,1,4
305,station,0,3
950,airline,1,2
752,summer,0,1
74,police,0,2
954,national,1,4
432,summer,1,2
512,law,1,2
107,quality,0,4
555,physical,1,3
717,approach,0,5
418,law,0,4
363,law,0,2
558,politics,1,3
294,quality,1,4
94,approach,1,4
69,quality,1,2
948,church,0,1
75,fire,0,2
266,summer,1,4
420,fire,0,4
870,dog,1,1
197,summer,0,3
511,police,0,5
913,fire,1,5
74,church,0,2
209,sister,0,5
781,quality,1,3
162,summer,0,5
473,hotel,0,3
148,quality,1,3
993,politics,1,3
38,police,0,5
715,church,1,2
31,physical,1,4
780,summer,1,4
101,hotel,0,1
689,police,1,2
695,rabbit,1,5
817,physical,0,4
967,station,1,2
314,hotel,0,3
423,church,0,2
49,sister,0,4
472,politics,0,4
465,church,0,3
148,rabbit,0,4
580,approach,0,3
577,quality,0,3
684,sister,1,3
278,cat,0,3
197,national,0,2
218,hotel,1,3
427,summer,1,4
357,law,0,1
493,cat,0,2
639,sister,1,1
873,summer,0,3
270,law,0,3
143,station,1,2
931,approach,0,3
863,education,0,1
825,education,1,1
941,airline,0,3
314,hotel,1,5
920,approach,1,2
500,law,0,5
194,police,0,1
659,hotel,1,5
420,cat,0,5
435,dog,1,4
73,summer,1,1
695,hotel,0,4
227,rabbit,1,5
468,national,1,5
709,hotel,0,3
175,politics,1,4
695,fire,1,3
722,cat,0,3
939,national,0,3
122,national,0,1
594,physical,1,5
123,politics,0,3
633,education,0,1
41,dog,0,4
44,national,0,3
558,fire,1,2
915,sister,0,2
582,hotel,1,5
388,quality,0,2
693,fire,1,3
322,approach,1,2
998,fire,1,1
899,cat,0,1
470,hotel,1,2
606,cat,1,2
154,dog,1,5
70,cat,1,2
651,physical,0,4
668,national,1,5
627,dog,0,5
605,fire,1,4
736,national,1,5
322,approach,1,4
135,physical,1,3
473,dog,1,2
265,station,0,5
687,national,1,4
874,education,1,3
230,airline,0,2
404,fire,1,3
823,police,0,4
221,summer,1,4
925,physical,1,3
526,summer,0,3
653,dog,0,2
49,summer,1,3
124,rabbit,1,3
33,rabbit,0,5
959,national,0,1
875,cat,1,2
499,dog,0,3
429,national,0,2
836,church,1,4
406,physical,0,5
630,fire,1,4
277,cat,1,1
748,sister,0,5
965,airline,0,2
704,approach,0,1
512,fire,0,4
161,station,0,1
842,church,1,1
36,national,0,4
203,church,0,5
793,physical,1,1
971,sister,0,4
466,church,0,5
274,physical,0,4
728,sister,1,2
622,cat,1,5
500,education,0,2
268,church,1,3
890,station,0,1
668,station,0,2
453,station,0,3
850,hotel,0,5
921,station,1,5
499,national,1,2
614,national,1,2
584,hotel,1,1
416,church,0,3
143,hotel,0,2
89,hotel,1,2
812,sister,0,4
236,quality,0,3
874,law,0,2
301,station,0,2
807,physical,1,4
850,dog,1,4
425,station,0,2
997,politics,1,5
580,airline,1,1
945,airline,0,3
249,station,0,5
250,station,0,2
93,station,1,2
572,church,0,5
295,police,0,5
694,politics,1,3
41,rabbit,1,5
132,sister,0,1
672,law,1,2
426,police,1,2
6,police,0,5
706,law,0,3
789,airline,1,2
64,station,0,1
974,church,0,4
695,station,0,1
24,fire,1,5
346,church,0,3
829,summer,0,4
691,law,1,2
800,summer,1,3
196,national,1,4
238,cat,0,2
16,politics,0,5
497,physical,0,2
927,summer,0,5
887,police,0,1
916,education,1,1
733,summer,0,3
786,education,1,1
468,sister,0,2
719,approach,1,5
29,physical,0,2
141,politics,1,2
994,quality,0,5
414,physical,1,1
668,approach,1,3
791,quality,1,2
869,national,0,1
124,physical,0,4
870,physical,0,4
35,cat,1,2
20,summer,1,3
913,summer,1,3
309,station,1,3
979,sister,1,1
152,airline,1,5
372,dog,0,3
874,national,0,4
365,hotel,0,3
155,fire,0,5
735,education,1,5
816,fire,1,3
389,sister,0,5
486,national,0,5
120,politics,0,1
186,dog,0,2
784,national,1,2
15,quality,1,2
433,cat,1,4
120,physical,0,5
94,cat,0,3
676,fire,0,2
314,law,0,4
699,sister,1,3
846,approach,1,2
749,national,1,1
157,education,0,2
645,dog,0,2
13,physical,0,3
995,cat,0,4
373,national,1,3
863,politics,1,3
338,physical,0,3
347,fire,1,2
350,politics,1,3
178,station,1,5
222,law,0,5
209,physical,1,3
502,cat,1,4
538,church,1,5
267,airline,1,5
454,quality,1,2
80,dog,1,3
193,quality,0,2
616,police,1,4
463,dog,0,5
985,rabbit,0,2
968,politics,1,4
124,summer,1,2
177,police,0,2
957,rabbit,1,2
869,church,0,2
346,education,1,2
557,physical,1,1
831,summer,0,3
249,politics,0,5
93,politics,1,2
443,quality,0,4
92,quality,1,5
306,hotel,0,2
936,station,1,4
882,sister,0,3
429,law,1,5
745,law,0,5
198,hotel,1,4
603,church,1,1
66,approach,0,3
167,station,1,5
167,station,0,1
744,politics,0,4
767,church,1,4
704,law,0,4
18,dog,0,3
857,quality,0,1
88,station,0,1
721,rabbit,0,1
323,airline,0,1
149,physical,1,4
267,sister,0,5
902,police,1,3
323,station,0,3
339,hotel,1,3
977,police,1,2
923,politics,1,4
484,cat,1,5
480,physical,0,1
676,dog,1,1
725,law,0,3
415,physical,1,2
62,hotel,0,2
821,politics,1,4
635,church,1,1
981,airline,0,5
255,fire,0,3
892,physical,1,3
262,rabbit,0,5
364,airline,0,3
290,summer,0,4
17,sister,1,5
151,hotel,1,3
902,national,1,2
785,church,0,4
301,rabbit,0,1
692,fire,0,1
599,fire,1,1
208,physical,1,3
563,approach,1,1
129,physical,0,4
724,fire,0,5
751,politics,1,3
945,law,1,5
989,approach,0,1
33,education,0,3
47,station,0,2
910,sister,1,1
675,education,0,2
583,cat,1,2
783,church,0,1
191,national,0,5
609,quality,0,3
884,politics,0,5
44,quality,0,1
86,station,1,2
905,police,0,4
138,national,1,5
617,rabbit,0,3
440,summer,1,3
366,fire,1,4
736,church,0,4
468,sister,1,2
865,summer,0,3
69,airline,0,5
96,police,1,5
151,law,1,3
236,hotel,0,4
133,cat,1,5
662,politics,1,3
627,approach,0,4
357,politics,1,1
987,station,0,3
648,cat,0,4
90,dog,0,4
10,quality,1,2
396,station,0,2
498,national,0,3
31,quality,0,3
20,hotel,1,2
659,summer,1,5
76,church,0,1
98,physical,1,5
861,education,0,2
448,hotel,1,5
105,police,1,4
777,fire,1,1
227,physical,0,1
351,approach,0,2
208,politics,1,2
921,law,1,5
325,station,1,1
334,cat,0,1
165,station,1,1
917,quality,1,3
651,national,0,2
986,station,1,3
696,national,1,1
739,hotel,1,3
981,station,0,3
885,sister,1,3
572,law,0,1
112,fire,1,4
876,rabbit,1,1
284,summer,0,1
920,physical,1,3
371,hotel,1,4
318,church,0,4
965,airline,1,5
640,law,0,1
917,airline,0,2
856,quality,1,3
505,politics,0,3
570,summer,0,2
787,quality,0,4
190,fire,1,2
149,summer,0,5
39,police,1,2
416,summer,1,4
764,hotel,1,1
746,hotel,1,2
373,rabbit,0,2
143,quality,0,3
217,physical,0,1
477,law,1,5
89,law,1,2
32,fire,0,4
462,summer,0,2
827,sister,0,5
932,politics,0,1
799,sister,1,3
602,airline,0,5
9,politics,1,3
134,rabbit,1,1
63,approach,1,5
785,cat,1,3
553,education,0,2
586,law,1,1
912,politics,0,1
724,quality,1,4
800,fire,1,4
50,station,0,3
522,station,1,5
272,summer,1,1
281,station,1,1
775,summer,1,3
963,sister,1,1
392,education,1,1
260,politics,1,1
533,physical,1,4
130,rabbit,0,4
987,dog,1,2
612,approach,1,3
445,dog,0,1
229,physical,0,4
116,national,1,3
809,airline,0,2
698,dog,1,1
253,law,0,5
521,quality,0,4
987,police,1,4
950,national,1,1
962,dog,0,1
858,sister,1,3
77,hotel,1,4
415,church,0,1
423,summer,1,5
926,hotel,0,1
100,cat,1,5
649,church,1,4
66,sister,0,4
909,sister,0,5
102,quality,0,4
684,rabbit,1,4
801,police,1,2
561,station,0,3
954,station,1,2
305,national,0,1
422,church,1,4
84,dog,0,5
35,station,0,2
403,dog,1,5
702,rabbit,1,3
468,rabbit,1,4
822,quality,1,2
577,national,0,2
782,politics,1,2
313,hotel,0,3
854,fire,0,4
116,rabbit,1,1
968,law,0,4
539,summer,1,2
677,law,1,2
867,law,1,5
975,hotel,1,2
904,national,0,1
967,church,0,2
248,church,1,4
753,cat,0,3
821,church,1,3
24,law,0,2
981,sister,0,4
245,approach,1,4
693,police,1,3
543,police,0,1
721,church,0,3
413,church,1,1
398,church,0,2
807,dog,0,1
884,sister,1,2
556,education,1,4
247,education,1,1
51,approach,1,5
92,politics,1,3
149,law,1,5
507,politics,0,2
404,hotel,1,5
791,airline,0,5
97,national,0,5
198,approach,1,1
268,dog,0,5
892,church,1,1
205,approach,0,3
673,politics,0,1
613,hotel,0,4
850,rabbit,0,3
250,sister,0,2
750,national,1,5
647,sister,1,4
454,fire,0,2
986,physical,1,4
758,cat,0,1
232,dog,0,3
115,education,0,1
878,church,0,4
853,physical,1,2
155,politics,1,5
240,cat,1,1
567,quality,1,1
102,quality,1,4
87,education,0,2
979,politics,1,4
711,national,0,5
497,police,0,5
85,church,1,2
690,airline,1,1
267,dog,1,3
960,cat,0,5
637,rabbit,0,2
553,sister,0,3
961,dog,1,4
218,summer,1,2
690,sister,1,4
113,sister,0,5
786,national,1,4
988,fire,0,1
62,summer,0,1
985,dog,0,1
547,police,0,4
995,church,0,3
152,rabbit,1,3
118,law,0,4
255,dog,0,1
306,politics,1,1
636,church,1,1
105,rabbit,1,5
150,police,1,2
174,summer,0,1
755,police,1,3
390,politics,0,4
644,law,1,2
11,church,0,4
124,education,0,2
8,rabbit,0,3
33,national,0,1
86,summer,1,5
821,summer,0,3
352,fire,0,4
268,law,1,2
678,law,1,5
337,rabbit,0,5
148,national,1,3
377,police,0,3
333,rabbit,0,4
660,station,1,1
864,church,1,5
384,law,0,1
658,education,1,5
254,law,0,3
583,dog,1,1
666,approach,0,5
506,fire,0,3
492,airline,0,4
587,politics,0,2
291,summer,0,4
488,summer,1,5
406,fire,0,4
409,quality,1,5
267,approach,1,1
44,dog,0,1
92,politics,1,1
92,airline,0,3
914,sister,1,1
36,quality,1,3
156,national,0,5
293,approach,1,3
741,rabbit,0,2
414,approach,0,4
61,airline,0,4
913,summer,0,1
547,church,1,2
939,law,1,2
691,dog,1,1
885,rabbit,1,4
48,quality,0,1
963,summer,1,5
418,airline,0,5
132,fire,0,5
455,dog,0,4
489,politics,0,4
108,dog,1,2
438,approach,1,3
230,police,0,1
127,education,0,4
241,approach,1,3
881,politics,0,4
420,cat,1,2
700,politics,0,5
273,church,1,2
412,church,1,2
499,airline,1,5
34,summer,1,4
23,police,1,4
511,station,0,3
203,church,1,5
825,airline,1,4
869,cat,1,4
700,hotel,0,3
61,physical,1,5
97,politics,0,1
397,church,0,4
346,education,1,5
768,police,1,1
415,hotel,1,4
252,law,0,5
10,law,0,3
575,airline,0,1
242,cat,1,5
656,politics,1,4
960,approach,1,4
360,airline,1,4
509,approach,0,3
651,hotel,0,2
972,sister,1,2
408,rabbit,0,5
307,quality,1,5
434,rabbit,1,4
33,station,0,4
203,fire,1,3
626,approach,0,5
773,church,1,3
597,rabbit,0,3
999,police,0,5
510,physical,0,4
717,hotel,0,2
893,summer,0,3
355,rabbit,0,2
451,law,1,1
831,church,1,4
776,church,1,5
188,hotel,0,2
454,fire,1,1
254,national,1,2
234,rabbit,0,3
571,fire,1,5
634,politics,0,4
358,national,0,2
87,airline,0,5
27,summer,0,3
515,quality,1,5
293,physical,0,5
520,dog,1,1
979,physical,0,3
560,physical,1,3
140,law,0,1
337,hotel,0,1
966,rabbit,1,1
101,hotel,0,3
892,rabbit,1,3
479,summer,0,2
242,approach,1,1
757,station,1,1
674,police,1,4
153,hotel,1,2
652,physical,0,5
855,law,1,3
152,summer,1,4
310,hotel,0,1
63,airline,0,2
265,church,0,3
684,summer,1,5
610,approach,0,4
857,church,1,1
338,quality,1,3
762,police,0,3
30,church,1,3
247,rabbit,0,3
192,cat,1,1
460,fire,0,3
761,church,1,3
196,approach,1,2
400,national,0,4
376,education,0,5
997,sister,0,4
987,airline,0,5
754,physical,1,4
515,physical,1,4
345,summer,0,3
564,physical,1,3
201,national,1,4
654,church,0,2
612,police,1,2
714,politics,0,3
421,sister,1,2
944,station,0,4
297,airline,0,2
24,church,0,3
99,sister,0,5
866,politics,0,4
687,law,0,5
141,rabbit,0,5
963,quality,1,4
567,education,1,4
943,airline,1,4
738,national,0,4
763,cat,0,2
258,police,0,5
292,national,0,3
415,quality,0,5
23,rabbit,0,5
472,quality,1,2
180,hotel,1,5
838,approach,0,1
137,law,1,2
292,airline,1,3
899,politics,0,4
39,quality,0,2
908,law,1,2
437,cat,0,5
966,politics,0,3
530,cat,1,5
670,hotel,1,4
93,church,0,1
986,station,0,4
322,education,0,3
497,fire,0,1
730,airline,0,5
53,station,1,3
124,summer,0,4
190,airline,0,4
136,station,1,2
468,dog,0,2
130,hotel,1,1
310,church,1,5
587,summer,0,4
505,church,1,1
631,station,1,2
130,national,0,4
365,dog,0,5
80,fire,1,1
545,hotel,1,2
739,education,0,1
762,station,0,1
71,physical,0,3
747,hotel,0,4
730,education,1,4
759,station,0,1
35,police,0,2
54,fire,0,3
515,airline,1,1
35,quality,1,5
678,station,0,4
277,approach,1,5
504,dog,1,1
50,hotel,1,5
202,cat,0,2
203,rabbit,0,2
121,hotel,1,4
941,summer,0,4
64,dog,0,5
135,fire,1,4
285,approach,0,2
521,rabbit,1,2
67,law,1,2
199,summer,0,4
632,physical,1,2
10,physical,0,4
186,station,0,3
715,cat,0,5
850,approach,0,1
192,fire,1,3
641,fire,1,5
789,politics,0,1
854,law,0,1
771,approach,1,2
3,sister,1,4
325,rabbit,1,5
465,sister,1,5
645,politics,1,4
855,airline,0,4
208,sister,1,3
186,cat,0,1
752,cat,1,5
43,cat,1,2
409,approach,0,1
114,national,0,1
476,rabbit,0,2
994,police,1,4
182,politics,1,2
426,church,0,5
257,rabbit,1,3
363,dog,0,2
325,fire,1,4
326,approach,1,4
111,quality,1,3
969,church,0,5
167,cat,0,1
591,quality,0,5
227,cat,1,4
445,approach,0,4
697,national,0,2
609,approach,0,3
886,law,1,3
344,cat,0,1
12,approach,0,2
662,sister,0,3
137,police,1,4
511,fire,1,5
272,approach,1,3
174,quality,1,2
312,approach,1,3
340,station,0,5
879,airline,0,4
555,hotel,1,3
638,national,0,1
636,approach,0,5
283,national,1,1
345,physical,1,3
659,law,1,3
180,education,0,4
355,summer,1,1
871,dog,1,5
733,fire,1,5
980,sister,0,1
450,cat,1,4
479,summer,0,5
79,rabbit,1,2
923,approach,0,1
9,summer,1,1
698,physical,1,1
843,sister,0,3
535,police,0,5
987,summer,1,5
980,hotel,0,4
364,politics,0,4
935,national,1,1
777,politics,1,5
111,police,0,2
112,approach,1,4
471,fire,0,2
7,cat,1,4
272,quality,1,3
318,education,1,5
303,quality,0,5
508,sister,0,2
437,cat,0,4
871,physical,1,2
580,sister,1,1
988,sister,1,1
632,police,0,4
955,church,0,2
438,rabbit,0,1
519,church,0,2
48,police,0,4
323,hotel,0,5
112,police,0,2
527,approach,1,5
768,church,0,4
242,dog,1,3
139,quality,0,1
423,physical,1,2
849,physical,0,2
402,church,0,2
673,airline,0,5
981,quality,1,3
870,dog,0,1
894,station,0,3
856,dog,0,4
208,cat,1,5
328,airline,0,3
699,approach,1,2
60,national,1,2
144,fire,1,5
890,church,0,2
150,education,0,1
529,rabbit,0,3
234,station,0,5
187,national,0,4
284,law,0,5
509,police,0,1
271,airline,0,4
404,law,0,4
790,airline,0,4
703,politics,0,2
125,national,1,3
366,quality,1,4
200,education,1,1
838,politics,1,4
665,church,0,5
932,politics,1,3
572,sister,0,3
820,sister,1,1
520,rabbit,1,5
235,national,0,3
